"text","narrator","source","grade"
"اللهمَّ إنِّي أعوذُ بِكَ من عِلْمٍ لا يَنْفَعُ ، ومِنْ قَلْبٍ لا يشفعُ ، ومِنْ نَفْسٍ لا تَشْبَعُ ، ومِنْ دعاءٍ لا يُسمعُ.","أبو هريرة","صحيح الترغيب","صحيح لغيره"
"وإذا جلس في الركعتينِ أضجع اليسرَى ونصب اليمنَى ووضع يدَهُ اليمنَى على فخِذهِ اليمنَى ونصب أصبعَهُ للدُّعاءِ.","وائل بن حجر","أصل صفة الصلاة","إسناده صحيح"
"قال: كان النَّبيُّ صلَّى اللهُ عليه وسلَّمَ يتعَوَّذُ مِن عِلْمٍ لا ينفَعُ، ودعاءٍ لا يُسمَعُ، وقلبٍ لا يخشَعُ، ونفْسٍ لا تشبَعُ.","عبدالله بن عمرو","تخريج المسند لشعيب","إسناده صحيح على شرط مسلم"
"كان أكثَرُ دُعاءِ النَّبيِّ صلَّى اللهُ عليه وسلَّم: اللهُمَّ رَبَّنا آتِنا في الدُّنيا حَسَنةً، وفي الآخِرةِ حَسَنةً، وقِنا عَذابَ النَّارِ.","أنس بن مالك","صحيح البخاري","[صحيح]"
"إذا حَضَرتُمُ المَيِّتَ فأغمِضوا البَصَرَ؛ فإنَّ البَصَر يَتبَعُ الرُّوحَ، وقُولوا خَيرًا؛ فإنَّ المَلائكةَ تُؤَمِّنُ على دُعاءِ أهلِ البَيتِ.","شداد بن أوس","المستدرك على الصحيحين","صحيح الإسناد"
"اللَّهُمَّ إنِّي أَعوذُ بكَ مِن أَربعٍ: مِن عِلمٍ لا يَنفعُ، وقلبٍ لا يَخشعُ، ونَفسٍ لا تَشبَعُ، ومِن دُعاءٍ لا يُسمَعُ.","أبو هريرة","المستدرك على الصحيحين","[سكت عنه وقال في المقدمة رواته ثقات احتج بمثله الشيخان أو أحدهما]"
"عن النَّبيِّ صلَّى اللهُ عليه وسلَّم أنَّه أمر بالصَّلاةِ عِندَ كُسوفِ الشَّمْسِ والقَمَرِ، وأمَرَ بالدُّعاءِ والاستِغْفارِ والصَّدَقةِ والعِتْقِ.","-","الفتاوى الكبرى","[ثابت صحيح]"
"اللهمَّ إنِّي أعوذُ بك من قلْبٍ لا يخشعُ ، و من دعاءٍ لا يُسْمَعُ ، و من نفْسٍ لا تشبعُ ، و من علْمٍ لا ينفعُ . و أعوذُ بك من هؤلاءِ الأرْبَعِ.","عبدالله بن عمرو وأبو هريرة وأنس بن مالك","صحيح الجامع","صحيح"
"داوُوا مرضاكم بالصَّدَقةِ [يعني حديث: حصِّنوا أموالَكم بالزَّكاةِ وداووا مرضاكم بالصَّدقةِ واستقبلوا أمواجَ البلاءِ بالدُّعاءِ والتَّضرُّعِ].","الحسن البصري","صحيح الترغيب","حسن لغيره"
"كان عامَّةُ دُعاءِ نَبيِّ اللهِ صلَّى اللهُ عليه وسلَّمَ: اللَّهُمَّ اغفِرْ لي ما أخطَأتُ وما تَعمَّدتُ، وما أسرَرتُ وما أعلَنتُ، وما جَهِلتُ وما تَعمَّدتُ.","عمران بن الحصين","تخريج المسند لشعيب","إسناده صحيح"
"أنَّ النَّبيَّ صلَّى اللهُ عليه وسلَّمَ كان يقولُ: اللَّهمَّ إنِّي أعوذُ بك مِن صلاةٍ لا تَنفَعُ، وذكَرَ دعاءً آخَرَ.","أنس بن مالك","تخريج سنن أبي داود","صحيح"
"اللَّهمَّ إنِّي أعوذُ بِكَ منَ الأربعِ : مِن علمٍ لا ينفعُ ومِن قلبٍ لا يخشعُ ومِن نفسٍ لا تشبعُ ومن دعاءٍ لا يُسمعُ.","أبو هريرة","تخريج المسند لشاكر","إسناده صحيح"
"أنَّ النَّبيَّ صلَّى اللَّهُ عليْهِ وسلَّمَ كانَ يتعوَّذُ من أربعٍ : من عِلمٍ لا ينفعُ ومن قلبٍ لا يخشعُ ودعاءٍ لا يسمعُ ونفسٍ لا تشبعُ.","عبدالله بن عمرو","صحيح النسائي","صحيح"
"اللهُمَّ ! إنِّي أعوذُ بكَ منَ الأربَعِ : مِن علمٍ لا ينفَعُ, ومِن قَلبٍ لا يَخشَعُ, ومن نَفسٍ لا تَشبعُ, ومِن دعاءٍ لايُسمَعُ.","أبو هريرة","هداية الرواة","صحيح لغيره"
"عنِ ابنِ عبَّاسٍ رَضيَ اللهُ عنهُما، قالَ: لا ينفعُ الحذَرُ مِنَ القَدَرِ، ولكنَّ اللهَ يمحو بالدُّعاءِ ما يشاءُ مِنَ القَدَرِ.","طاوس","المستدرك على الصحيحين","صحيح الإسناد"
"حديث دعاءِ الوالِدينِ لولدِهما [يعني حديث: ثلاثُ دعَواتٍ مُستجاباتٌ لا شكَّ فيهنَّ: دعوةُ المظلومِ، ودعوةُ المُسافِرِ، ودعوةُ الوالِدِ لولَدِه.].","[أبو هريرة]","الفتح الرباني","صحيح"
"قلتُ يا رسولَ اللهِ علِّمني دعاءً أنتفعُ به قال قل اللَّهمَّ عافِني من شرِّ سمعي وبصري ، ولسانِي وقلبي ، ومن شرِّ منِيِّي.","شكل بن حميد العبسي","صحيح النسائي","صحيح"
"حديثُ: كان مِن دُعاءِ النَّبيِّ صلَّى اللهُ عليه وسلَّم: اللَّهُمَّ إنِّي أعوذُ بك من زَوالِ نِعمَتِك [وَتَحَوُّلِ عَافِيَتِكَ، وَفُجَاءَةِ نِقْمَتِكَ، وَجَمِيعِ سَخَطِكَ.].","عبد الله بن عمر","أطراف الغرائب","غريبٌ من حديث عَبد الله بن دينار عنه، تَفَرَّدَ بهِ موسى بن عُقبة عنه ولم يروه عنه غير يعقوب الإسكندراني. قال المقدسي: وقد أخرجه مسلم في صحيحه، عَن أبي زرعة الرازي عن يحيى بن عَبد الله بن بكير عن يعقوب."
"كان مِن دُعاءِ رسولِ اللهِ صلَّى اللهُ عليه وسلَّمَ: اللَّهُمَّ أَمتِعْني بسَمْعي وبَصَري، واجعَلْهما الوارِثَ مِنِّي، وانصُرني على مَنْ ظَلَمَني، وأَرِني فيه ثَأْري.","أبو هريرة","المستدرك على الصحيحين","صحيح على شرط مسلم"
"عنِ الزُّهْريِّ قال: كانوا يلعَنونَ الكفَرةَ في رمَضانَ، يُشيرُ إلى دعاءِ القُنُوتِ، ثمَّ يُصلِّي على النَّبيِّ صلَّى اللهُ عليه وسلَّم، ثمَّ يدعو للمُسلِمينَ.","محمد بن مسلم بن شهاب الزهري","نتائج الأفكار","إسناده صحيح"
"أنَّ رسولَ اللَّه صلَّى اللَّه عليهِ وسلَّمَ كانَ يقولُ : اللَّهمَّ إنِّي أعوذُ بِكَ مِن صلاةٍ لا تنفَعُ ، وذَكَرَ دعاءً آخرَ.","أنس بن مالك","صحيح أبي داود","صحيح"
"قلتُ يا رسولَ اللهِ علِّمني دعاءً أنتفعُ به قال قل قل اللَّهمَّ عافِني من شرِّ سمعي وبصري ، ولساني وقلبي ، وشرِّ منِيِّي.","شكل بن حميد العبسي","صحيح النسائي","صحيح"
". . . إذا سألتُم اللهَ عزَّ وجلَّ يا أيها الناسُ ! فاسألوه وأنتم مُوقنون بالإجابةِ ، فإنَّ اللهَ لا يستجيبُ لعبدٍ دعاءً عن ظهرِ قلبٍ غافلٍ.","عبدالله بن عمرو","صحيح الترغيب","حسن لغيره"
"وإذا جلس في الركعتَينِ أضجعَ اليُسرى ونصبَ اليُمنى ووضع يدَه اليُمنى على فخِذِه اليُمنى ونصب إصبعَه للدعاءِ ووضع يدَه اليُسرى على رجله اليُسرى.","وائل بن حجر","السلسلة الصحيحة","إسناده صحيح"
"يا رسولَ علِّمني دعاءً قالَ قل اللَّهمَّ إنِّي أعوذُ بكَ من شرِّ سمعي ومن شرِّ بصَري ومن شرِّ لِساني ومن شرِّ قلبي ومن شرِّ مَنيِّي.","شكل بن حميد العبسي","صحيح أبي داود","صحيح"
"فيه: أنَّ التَّهليلَ والتَّكبيرَ والتَّعوُّذَ كان قَبْلَ تَكبيرةِ الإحْرامِ، وليس فيه ذِكْرُ دُعاءِ الافتِتاحِ بعْدَ تَكبيرةِ الإحْرامِ، ولَفظُ التَّعوُّذِ فيه: أعوذُ باللهِ من الشَّيطانِ الرَّجيمِ.","الحسن البصري","تخريج المسند لشعيب","مرسل وإسناده إلى الحسن صحيح على شرط مسلم"
"كانَ مِن دُعاءِ رَسولِ اللهِ صلَّى اللهُ عليه وسلَّم: اللَّهمَّ إنِّي أعوذُ بكَ مِن زَوالِ نِعمَتِكَ، وتَحَوُّلِ عافيَتِكَ، وفُجاءةِ نِقمَتِكَ، وجَميعِ سَخَطِكَ.","عبدالله بن عمر","صحيح مسلم","[صحيح]"
"كان النَّبيُّ صلَّى اللهُ عليه وسلَّمَ يَدْعو يقولُ: «اللَّهُمَّ إنِّي أَعوذُ بك مِنَ الأَرْبَعِ: مِنْ عِلْمٍ لا يَنْفَعُ، وقَلْبٍ لا يَخْشَعُ، ونَفْسٍ لا تَشْبَعُ، ودُعاءٍ لا يُسْمَعُ».","أبو هريرة","المستدرك على الصحيحين","[سكت عنه وقال في المقدمة رواته ثقات احتج بمثله الشيخان أو أحدهما]"
"مثل :إنَّ اللهَ خَتَمَ سورةَ البقرةِ بآيتينِ أَعطانيهِما مِن كَنزِهِ الَّذي تحتَ العرشِ فتَعلَّموهُنَّ، وعَلِّموهُنَّ نِساءَكُم وأبناءَكُم؛ فإنَّها صلاةٌ، وقرآنٌ، ودُعاءٌ . [.","جبير بن نفير","المستدرك على الصحيحين","]مرسل["
"قُلتُ لعائِشةَ: أخْبِريني ببَعضِ دُعاءِ النبيِّ صلَّى اللهُ عليه وسلَّمَ، قالَتْ: كان يقولُ: اللَّهمَّ إنِّي أعوذُ بكَ مِن شَرِّ ما عَمِلتُ، ومِنْ شَرِّ ما لم أعمَلْ.","عائشة أم المؤمنين","تخريج المسند لشعيب","صحيح"
"عن شَكَلٍ، قال: قُلتُ: يا رَسولَ اللهِ، عَلِّمْني دُعاءً أنتَفِعُ به، قال: قُل: اللهُمَّ إنِّي أعوذُ بكَ مِن شَرِّ سَمعي وبَصَري، وقَلبي ومَنيِّي.","شكل بن حميد أبو شتير","تخريج المسند لشعيب","إسناده صحيح"
"اللَّهمَّ إنِّي أعوذُ بك مِن نفسٍ لا تشبَعُ وأعوذُ بك مِن صلاةٍ لا تنفَعُ وأعوذُ بك مِن دعاءٍ لا يُسمَعُ وأعوذُ بك مِن قلبٍ لا يخشَعُ.","أنس بن مالك","صحيح ابن حبان","أخرجه في صحيحه"
"كان مِن دعاءِ النَّبيِّ صلَّى اللهُ عليه وسلَّم: ( اللَّهمَّ إنِّي أعوذُ بك مِن الجوعِ فإنَّه بئس الضَّجيعُ وأعوذُ بك مِن الخيانةِ فإنَّها بئستِ البِطانةُ ).","أبو هريرة","صحيح ابن حبان","أخرجه في صحيحه"
"كان رسولُ اللهِ صلَّى اللهُ عليه وسلَّمَ يَدْعو فيقولُ: «اللَّهُمَّ إنِّي أَعوذُ بكَ مِنَ الأَرْبَعِ: مِنْ عِلْمٍ لا يَنْفَعُ، وقَلْبٍ لا يَخْشَعُ، ونَفْسٍ لا تَشْبَعُ، ودُعاءٍ لا يُسْمَعُ».","أبو هريرة","المستدرك على الصحيحين","صحيح"
"أنَّ النَّبيَّ - صلَّى اللَّهُ علَيهِ وعلَى آلِه وسلَّمَ - كانَ يتعوَّذُ مِن أربعٍ : مِن عِلمٍ لا ينفعُ، ومِن قلبٍ لا يخشعُ، ودعاءٍ لا يُسمَعُ، ونفسٍ لا تشبعُ.","عبدالله بن عمرو","الصحيح المسند","صحيح"
"كان رسولُ اللهِ صلَّى اللهُ عليهِ وسلَّم يقولُ اللهم إني أعوذُ بك من قلبٍ لا يَخْشَعُ ومن دعاءٍ لا يُسْمَعُ ومن نفسٍ لا تَشْبَعُ ومن علمٍ لا يَنْفَعُ أعوذُ بكَ من هؤلاءِ الأربَعِ.","عبدالله بن عمرو","سنن الترمذي","حسن صحيح غريب من هذا الوجه"
"كان مِنْ دُعاءِ النَّبيِّ صلَّى اللهُ عليه وسلَّمَ: «اللَّهُمَّ إنِّي أعوذُ بكَ مِن شرِّ الرِّيحِ، ومِن شرِّ ما تَجيءُ به الرِّيحُ، ومِن شرِّ الشَّمالِ؛ فإنَّها الرِّيحُ العقيمُ».","جابر بن عبدالله","المستدرك على الصحيحين","[سكت عنه وقال في المقدمة رواته ثقات احتج بمثله الشيخان أو أحدهما]"
"ألا أخبرُكم بشيءٍ إذا نزَل برجلٍ منكم كَربٌ، أو بلاءٌ، مِن أمرِ الدنيا دعا به ففرَّج عنه ؟ دعاءُ ذي النونِ : لا إلهَ إلا أنتَ سُبحانَكَ إني كنتُ منَ الظالِمينَ.","سعد بن أبي وقاص","الجامع الصغير","صحيح"
"سَألتُ عائِشةَ عن دُعاءٍ كان يَدعو به رَسولُ اللهِ صلَّى اللهُ عليه وسلَّم، فقالت: كان يقولُ: اللَّهمَّ إنِّي أعوذُ بكَ مِن شَرِّ ما عَمِلتُ، وشَرِّ ما لم أعمَلْ. وفي روايةٍ: ومِن شَرِّ ما لم أعمَلْ.","عائشة أم المؤمنين","صحيح مسلم","[صحيح]"
